identifier,name,country,political_group,gender,parliamentary_term
1909,Bernd Lange,DE,S-D,MALE,10
229839,René Repasi,DE,S-D,MALE,10
237465,Matthias Ecke,DE,S-D,MALE,10
256938,Tobias Cremer,DE,S-D,MALE,10
4267,Udo Bullmann,DE,S-D,MALE,10
96833,Jens Geier,DE,S-D,MALE,10
106936,Daniel Freund,DE,VERTS-ALE,MALE,10
197439,Damian Boeselager,DE,VERTS-ALE,MALE,10
197448,Rasmus Andresen,DE,VERTS-ALE,MALE,10
197449,Michael Bloss,DE,VERTS-ALE,MALE,10
197460,Sergey Lagodinsky,DE,VERTS-ALE,MALE,10
197462,Erik Marquardt,DE,VERTS-ALE,MALE,10
256965,Kai Tegethoff,DE,VERTS-ALE,MALE,10
96752,Martin Häusling,DE,VERTS-ALE,MALE,10
197430,Engin Eroglu,DE,RENEW,MALE,10
197432,Jan-Christoph Oetjen,DE,RENEW,MALE,10
197443,Andreas Glück,DE,RENEW,MALE,10
197445,Moritz Körner,DE,RENEW,MALE,10
256962,Joachim Streit,DE,RENEW,MALE,10
190517,Martin Schirdewan,DE,THE-LEFT,MALE,10
256961,Sebastian Everding,DE,THE-LEFT,MALE,10
270719,Martin Günther,DE,THE-LEFT,MALE,10
188096,Jüri Ratas,EE,PPE,MALE,10
204449,Riho Terras,EE,PPE,MALE,10
197497,Sven Mikser,EE,S-D,MALE,10
197493,Jaak Madison,EE,ECR,MALE,10
129073,Urmas Paet,EE,RENEW,MALE,10
96668,Seán Kelly,IE,PPE,MALE,10
257238,Aodhán Ó Ríordáin,IE,S-D,MALE,10
197818,Billy Kelleher,IE,RENEW,MALE,10
204332,Barry Andrews,IE,RENEW,MALE,10
257297,Barry Cowen,IE,RENEW,MALE,10
257298,Ciaran Mullooly,IE,RENEW,MALE,10
257300,Michael McNamara,IE,RENEW,MALE,10
124985,Luke Ming Flanagan,IE,THE-LEFT,MALE,10
125027,Esteban González Pons,ES,PPE,MALE,10
125204,Borja Giménez Larraz,ES,PPE,MALE,10
197606,Javier Zarzalejos,ES,PPE,MALE,10
197621,Juan Ignacio Zoido Álvarez,ES,PPE,MALE,10
204400,Adrián Vázquez Lázara,ES,PPE,MALE,10
257027,Fernando Navarrete Rojas,ES,PPE,MALE,10
257030,Raúl de la Hoz Quintano,ES,PPE,MALE,10
257040,Nicolás Pascual de la Parte,ES,PPE,MALE,10
28399,Antonio López-Istúriz White,ES,PPE,MALE,10
28400,Francisco José Millán Mon,ES,PPE,MALE,10
96808,Pablo Arias Echeverría,ES,PPE,MALE,10
96936,Gabriel Mato,ES,PPE,MALE,10
257019,Alvise Pérez,ES,NI,MALE,10
257021,Diego Solier,ES,NI,MALE,10
125042,Javi López,ES,S-D,MALE,10
125046,Jonás Fernández,ES,S-D,MALE,10
197718,Nicolás González Casares,ES,S-D,MALE,10
197721,César Luena,ES,S-D,MALE,10
197722,Nacho Sánchez Amor,ES,S-D,MALE,10
204413,Marcos Ros Sempere,ES,S-D,MALE,10
257002,José Cepeda,ES,S-D,MALE,10
28347,Javier Moreno Sánchez,ES,S-D,MALE,10
96812,Juan Fernando López Aguilar,ES,S-D,MALE,10
257015,Jaume Asens Llodrà,ES,VERTS-ALE,MALE,10
257016,Vicent Marzà Ibáñez,ES,VERTS-ALE,MALE,10
257021,Diego Solier,ES,ECR,MALE,10
197684,Pernando Barrena Arza,ES,THE-LEFT,MALE,10
197534,François-Xavier Bellamy,FR,PPE,MALE,10
256919,Christophe Gomart,FR,PPE,MALE,10
256921,Laurent Castillo,FR,PPE,MALE,10
197694,Raphaël Glucksmann,FR,S-D,MALE,10
245018,Christophe Clergeau,FR,S-D,MALE,10
256898,Pierre Jouvet,FR,S-D,MALE,10
256901,Jean-Marc Germain,FR,S-D,MALE,10
256903,Thomas Pellerin-Carlin,FR,S-D,MALE,10
256905,Eric Sargiacomo,FR,S-D,MALE,10
256908,François Kalfon,FR,S-D,MALE,10
197500,Mounir Satouri,FR,VERTS-ALE,MALE,10
197503,David Cormand,FR,VERTS-ALE,MALE,10
124760,Nicolas Bay,FR,ECR,MALE,10
30123,Guillaume Peltier,FR,ECR,MALE,10
197504,Jérémy Decerle,FR,RENEW,MALE,10
197543,Bernard Guetta,FR,RENEW,MALE,10
197557,Christophe Grudler,FR,RENEW,MALE,10
197577,Gilles Boyer,FR,RENEW,MALE,10
204419,Sandro Gozi,FR,RENEW,MALE,10
256869,Grégory Allione,FR,RENEW,MALE,10
96711,Pascal Canfin,FR,RENEW,MALE,10
197574,Damien Carême,FR,THE-LEFT,MALE,10
256910,Anthony Smith,FR,THE-LEFT,MALE,10
256911,Arash Saeidi,FR,THE-LEFT,MALE,10
30482,Younous Omarjee,FR,THE-LEFT,MALE,10
119435,Davor Ivo Stier,HR,PPE,MALE,10
197413,Karlo Ressler,HR,PPE,MALE,10
197417,Tomislav Sokol,HR,PPE,MALE,10
112744,Tonino Picula,HR,S-D,MALE,10
197441,Predrag Fred Matić,HR,S-D,MALE,10
260035,Marko Vešligaj,HR,S-D,MALE,10
256995,Gordan Bosanac,HR,VERTS-ALE,MALE,10
257000,Stephen Nikola Bartulica,HR,ECR,MALE,10
124795,Flavio Tosi,IT,PPE,MALE,10
124828,Fulvio Martusciello,IT,PPE,MALE,10
125670,Massimiliano Salini,IT,PPE,MALE,10
204333,Salvatore De Meo,IT,PPE,MALE,10
257137,Marco Falcone,IT,PPE,MALE,10
96787,Herbert Dorfmann,IT,PPE,MALE,10
257125,Roberto Vannacci,IT,NI,MALE,10
124867,Brando Benifei,IT,S-D,MALE,10
257102,Giorgio Gori,IT,S-D,MALE,10
257106,Alessandro Zan,IT,S-D,MALE,10
257108,Stefano Bonaccini,IT,S-D,MALE,10
257111,Dario Nardella,IT,S-D,MALE,10
257121,Matteo Ricci,IT,S-D,MALE,10
257122,Antonio Decaro,IT,S-D,MALE,10
257124,Giuseppe Lupo,IT,S-D,MALE,10
257148,Raffaele Topo,IT,S-D,MALE,10
257160,Marco Tarquinio,IT,S-D,MALE,10
257170,Sandro Ruotolo,IT,S-D,MALE,10
257727,Pierfrancesco Maran,IT,S-D,MALE,10
28419,Nicola Zingaretti,IT,S-D,MALE,10
2152,Leoluca Orlando,IT,VERTS-ALE,MALE,10
257132,Ignazio Roberto Marino,IT,VERTS-ALE,MALE,10
124691,Costas Mavrides,CY,S-D,MALE,10
256986,Geadis Geadi,CY,ECR,MALE,10
197416,Giorgos Georgiou,CY,THE-LEFT,MALE,10
197810,Nils Ušakovs,LV,S-D,MALE,10
256916,Mārtiņš Staķis,LV,VERTS-ALE,MALE,10
220871,Rihards Kols,LV,ECR,MALE,10
256907,Reinis Pozņaks,LV,ECR,MALE,10
28615,Roberts Zīle,LV,ECR,MALE,10
197624,Ivars Ijabs,LV,RENEW,MALE,10
197841,Liudas Mažylis,LT,PPE,MALE,10
197843,Andrius Kubilius,LT,PPE,MALE,10
256809,Paulius Saudargas,LT,PPE,MALE,10
119652,Vytenis Povilas Andriukaitis,LT,S-D,MALE,10
201945,Virginijus Sinkevičius,LT,VERTS-ALE,MALE,10
256811,Aurelijus Veryga,LT,ECR,MALE,10
96697,Waldemar Tomaszewski,LT,ECR,MALE,10
124766,Petras Auštrevičius,LT,RENEW,MALE,10
256807,Dainius Žalimas,LT,RENEW,MALE,10
193419,Christophe Hansen,LU,PPE,MALE,10
256900,Fernand Kartheiser,LU,NI,MALE,10
202073,Marc Angel,LU,S-D,MALE,10
256900,Fernand Kartheiser,LU,ECR,MALE,10
840,Charles Goerens,LU,RENEW,MALE,10
256863,Zoltán Tarr,HU,PPE,MALE,10
256864,András Tivadar Kulja,HU,PPE,MALE,10
256868,Péter Magyar,HU,PPE,MALE,10
124722,Csaba Molnár,HU,S-D,MALE,10
113523,Peter Agius,MT,PPE,MALE,10
28122,David Casa,MT,PPE,MALE,10
197403,Alex Agius Saliba,MT,S-D,MALE,10
256934,Daniel Attard,MT,S-D,MALE,10
256936,Thomas Bajada,MT,S-D,MALE,10
125325,Sander Smit,NL,PPE,MALE,10
197778,Tom Berendsen,NL,PPE,MALE,10
95074,Jeroen Lenaers,NL,PPE,MALE,10
97399,Dirk Gotink,NL,PPE,MALE,10
197782,Mohammed Chahim,NL,S-D,MALE,10
218347,Thijs Reuten,NL,S-D,MALE,10
256978,Reinier Van Lanschot,NL,VERTS-ALE,MALE,10
96725,Bas Eickhout,NL,VERTS-ALE,MALE,10
125325,Sander Smit,NL,ECR,MALE,10
197773,Bert-Jan Ruissen,NL,ECR,MALE,10
197780,Bart Groothuis,NL,RENEW,MALE,10
197781,Malik Azmani,NL,RENEW,MALE,10
96940,Gerben-Jan Gerbrandy,NL,RENEW,MALE,10
190713,Lukas Mandl,AT,PPE,MALE,10
197648,Alexander Bernhuber,AT,PPE,MALE,10
220896,Reinhold Lopatka,AT,PPE,MALE,10
197670,Andreas Schieder,AT,S-D,MALE,10
197677,Günther Sidl,AT,S-D,MALE,10
197682,Hannes Heide,AT,S-D,MALE,10
190464,Thomas Waitz,AT,VERTS-ALE,MALE,10
256841,Helmut Brandstätter,AT,RENEW,MALE,10
124893,Bogdan Andrzej Zdrojewski,PL,PPE,MALE,10
124895,Krzysztof Hetman,PL,PPE,MALE,10
197492,Bartosz Arłukowicz,PL,PPE,MALE,10
197514,Andrzej Halicki,PL,PPE,MALE,10
197517,Adam Jarubas,PL,PPE,MALE,10
197523,Łukasz Kohut,PL,PPE,MALE,10
23781,Janusz Lewandowski,PL,PPE,MALE,10
251324,Krzysztof Brejza,PL,PPE,MALE,10
257026,Michał Szczerba,PL,PPE,MALE,10
257031,Dariusz Joński,PL,PPE,MALE,10
257041,Jacek Protas,PL,PPE,MALE,10
257042,Marcin Kierwiński,PL,PPE,MALE,10
257045,Michał Wawrykiewicz,PL,PPE,MALE,10
257047,Borys Budka,PL,PPE,MALE,10
257051,Andrzej Buła,PL,PPE,MALE,10
86057,Bartłomiej Sienkiewicz,PL,PPE,MALE,10
257067,Grzegorz Braun,PL,NI,MALE,10
257072,Tomasz Buczek,PL,NI,MALE,10
197498,Robert Biedroń,PL,S-D,MALE,10
257085,Krzysztof Śmiszek,PL,S-D,MALE,10
124884,Kosma Złotowski,PL,ECR,MALE,10
197501,Joachim Stanisław Brudziński,PL,ECR,MALE,10
197516,Patryk Jaki,PL,ECR,MALE,10
197545,Bogdan Rzońca,PL,ECR,MALE,10
204346,Dominik Tarczyński,PL,ECR,MALE,10
23788,Adam Bielan,PL,ECR,MALE,10
257052,Maciej Wąsik,PL,ECR,MALE,10
257056,Mariusz Kamiński,PL,ECR,MALE,10
257058,Daniel Obajtek,PL,ECR,MALE,10
257060,Arkadiusz Mularczyk,PL,ECR,MALE,10
257073,Tobiasz Bocheński,PL,ECR,MALE,10
257076,Michał Dworczyk,PL,ECR,MALE,10
257080,Piotr Müller,PL,ECR,MALE,10
257086,Jacek Ozdoba,PL,ECR,MALE,10
99878,Waldemar Buda,PL,ECR,MALE,10
257037,Michał Kobosko,PL,RENEW,MALE,10
257048,Paulo Do Nascimento Cabral,PT,PPE,MALE,10
257065,Sérgio Humberto,PT,PPE,MALE,10
257068,Hélder Sousa Silva,PT,PPE,MALE,10
257078,Paulo Cunha,PT,PPE,MALE,10
257081,Sebastião Bugalho,PT,PPE,MALE,10
257059,Bruno Gonçalves,PT,S-D,MALE,10
257066,André Franqueira Rodrigues,PT,S-D,MALE,10
257079,Sérgio Gonçalves,PT,S-D,MALE,10
28307,Francisco Assis,PT,S-D,MALE,10
257057,João Cotrim De Figueiredo,PT,RENEW,MALE,10
257083,João Oliveira,PT,THE-LEFT,MALE,10
124802,Siegfried Mureşan,RO,PPE,MALE,10
125012,Daniel Buda,RO,PPE,MALE,10
197636,Ioan-Rareş Bogdan,RO,PPE,MALE,10
197646,Mircea-Gheorghe Hava,RO,PPE,MALE,10
197647,Dan-Ştefan Motreanu,RO,PPE,MALE,10
197649,Gheorghe Falcă,RO,PPE,MALE,10
257107,Virgil-Daniel Popescu,RO,PPE,MALE,10
39725,Iuliu Winkler,RO,PPE,MALE,10
98582,Loránt Vincze,RO,PPE,MALE,10
257118,Luis-Vicențiu Lazarus,RO,NI,MALE,10
124784,Dan Nica,RO,S-D,MALE,10
197653,Claudiu Manda,RO,S-D,MALE,10
197658,Dragoş Benea,RO,S-D,MALE,10
198183,Mihai Tudose,RO,S-D,MALE,10
257100,Gheorghe Cârciu,RO,S-D,MALE,10
257103,Ştefan Muşoiu,RO,S-D,MALE,10
33998,Vasile Dîncu,RO,S-D,MALE,10
40224,Andi Cristea,RO,S-D,MALE,10
88882,Victor Negrescu,RO,S-D,MALE,10
58766,Nicolae Ștefănuță,RO,VERTS-ALE,MALE,10
197655,Cristian Terheş,RO,ECR,MALE,10
257114,Claudiu-Richard Târziu,RO,ECR,MALE,10
257115,Gheorghe Piperea,RO,ECR,MALE,10
257117,Adrian-George Axinia,RO,ECR,MALE,10
257119,Şerban Dimitrie Sturdza,RO,ECR,MALE,10
197672,Eugen Tomac,RO,RENEW,MALE,10
257110,Dan Barna,RO,RENEW,MALE,10
257112,Vlad Vasile-Voiculescu,RO,RENEW,MALE,10
219652,Matej Tonin,SI,PPE,MALE,10
220908,Branko Grims,SI,PPE,MALE,10
96933,Milan Zver,SI,PPE,MALE,10
233862,Matjaž Nemec,SI,S-D,MALE,10
256813,Vladimir Prebilič,SI,VERTS-ALE,MALE,10
256815,Marjan Šarec,SI,RENEW,MALE,10
249982,Milan Mazurek,SK,NI,MALE,10
257005,Ľuboš Blaha,SK,NI,MALE,10
257007,Erik Kaliňák,SK,NI,MALE,10
257018,Branislav Ondruš,SK,NI,MALE,10
197769,Michal Wiezik,SK,RENEW,MALE,10
197770,Martin Hojsík,SK,RENEW,MALE,10
257010,Ľudovít Ódor,SK,RENEW,MALE,10
256804,Pekka Toveri,FI,PPE,MALE,10
256810,Mika Aaltola,FI,PPE,MALE,10
197800,Eero Heinäluoma,FI,S-D,MALE,10
197802,Ville Niinistö,FI,VERTS-ALE,MALE,10
256806,Sebastian Tynkkynen,FI,ECR,MALE,10
197398,Pär Holmgren,SE,VERTS-ALE,MALE,10
123562,Charlie Weimers,SE,ECR,MALE,10
257091,Dick Erixon,SE,ECR,MALE,10
