id,type,identifier,label,familyName,givenName,sortLabel,officialFamilyName,officialGivenName
person/28390,Person,28390,Pilar DEL CASTILLO VERA,del Castillo Vera,Pilar,CASTILLOVERA,NA,NA
person/197462,Person,197462,Erik MARQUARDT,Marquardt,Erik,MARQUARDT,NA,NA
person/256880,Person,256880,Estelle CEULEMANS,Ceulemans,Estelle,CEULEMANSE,NA,NA
person/197433,Person,197433,Katarina BARLEY,Barley,Katarina,BARLEY,NA,NA
person/256858,Person,256858,Nikolaos ANADIOTIS,Anadiotis,Nikolaos,ANADIOTISN,Αναδιώτης,Νικόλαος
person/197581,Person,197581,Stéphanie YON-COURTIN,Yon-Courtin,Stéphanie,YON-COURTIN,NA,NA
person/256808,Person,256808,Petras GRAŽULIS,Gražulis,Petras,GRAZULISP,NA,NA
person/197646,Person,197646,Mircea-Gheorghe HAVA,Hava,Mircea-Gheorghe,HAVA,NA,NA
person/245770,Person,245770,Irene MONTERO,Montero,Irene,MONTEROGILI,NA,NA
person/256843,Person,256843,Jana NAGYOVÁ,Nagyová,Jana,NAGYOVAJ,NA,NA
person/256913,Person,256913,Emma FOURREAU,Fourreau,Emma,FOURREAUE,NA,NA
person/2152,Person,2152,Leoluca ORLANDO,Orlando,Leoluca,ORLANDO,NA,NA
person/197421,Person,197421,Isabel WISELER-LIMA,Wiseler-Lima,Isabel,WISELER-LIMA,NA,NA
person/33998,Person,33998,Vasile DÎNCU,Dîncu,Vasile,DINCU,NA,NA
person/119435,Person,119435,Davor Ivo STIER,Stier,Davor Ivo,STIER,NA,NA
person/840,Person,840,Charles GOERENS,Goerens,Charles,GOERENS,NA,NA
person/124713,Person,124713,Tomáš ZDECHOVSKÝ,Zdechovský,Tomáš,ZDECHOVSKY,NA,NA
person/256871,Person,256871,Malika SOREL,Sorel,Malika,SORELM,NA,NA
person/256891,Person,256891,Benoit CASSART,Cassart,Benoit,CASSARTB,NA,NA
person/256864,Person,256864,András Tivadar KULJA,Kulja,András Tivadar,KULJAA,NA,NA
person/2341,Person,2341,Michael GAHLER,Gahler,Michael,GAHLER,NA,NA
person/197763,Person,197763,Milan UHRÍK,Uhrík,Milan,UHRIK,NA,NA
person/197448,Person,197448,Rasmus ANDRESEN,Andresen,Rasmus,ANDRESEN,NA,NA
person/130100,Person,130100,Hilde VAUTMANS,Vautmans,Hilde,VAUTMANS,NA,NA
person/256863,Person,256863,Zoltán TARR,Tarr,Zoltán,TARRZ,NA,NA
person/197523,Person,197523,Łukasz KOHUT,Kohut,Łukasz,KOHUT,NA,NA
person/197578,Person,197578,Silvia SARDONE,Sardone,Silvia,SARDONE,NA,NA
person/220908,Person,220908,Branko GRIMS,Grims,Branko,GRIMSB,NA,NA
person/28122,Person,28122,David CASA,Casa,David,CASA,NA,NA
person/113523,Person,113523,Peter AGIUS,Agius,Peter,AGIUSP,NA,NA
person/124795,Person,124795,Flavio TOSI,Tosi,Flavio,TOSI,NA,NA
person/256926,Person,256926,Marie-Agnes STRACK-ZIMMERMANN,Strack-Zimmermann,Marie-Agnes,STRACKZIMMERMANNM,NA,NA
person/1909,Person,1909,Bernd LANGE,Lange,Bernd,LANGE BERND,NA,NA
person/256807,Person,256807,Dainius ŽALIMAS,Žalimas,Dainius,ZALIMASD,NA,NA
person/124766,Person,124766,Petras AUŠTREVIČIUS,Auštrevičius,Petras,AUSTREVICIUS,NA,NA
person/28219,Person,28219,Daniel CASPARY,Caspary,Daniel,CASPARY,NA,NA
person/188945,Person,188945,Dennis RADTKE,Radtke,Dennis,RADTKE,NA,NA
person/197493,Person,197493,Jaak MADISON,Madison,Jaak,MADISON,NA,NA
person/183916,Person,183916,Alexandra GEESE,Geese,Alexandra,GEESE,NA,NA
person/28400,Person,28400,Francisco José MILLÁN MON,Millán Mon,Francisco José,MILLANMON,NA,NA
person/124850,Person,124850,Emil RADEV,Radev,Emil,RADEV,Радев,Емил
person/58766,Person,58766,Nicolae ȘTEFĂNUȚĂ,Ștefănuță,Nicolae,STEFANUTA,NA,NA
person/96711,Person,96711,Pascal CANFIN,Canfin,Pascal,CANFIN,NA,NA
person/197825,Person,197825,Raffaele STANCANELLI,Stancanelli,Raffaele,STANCANELLI,NA,NA
person/197702,Person,197702,Lina GÁLVEZ,Gálvez,Lina,GALVEZ,NA,NA
person/197718,Person,197718,Nicolás GONZÁLEZ CASARES,González Casares,Nicolás,GONZALEZCASARES,NA,NA
person/124984,Person,124984,Lynn BOYLAN,Boylan,Lynn,BOYLAN,NA,NA
person/197697,Person,197697,Aurore LALUCQ,Lalucq,Aurore,LALUCQ,NA,NA
person/28226,Person,28226,Christian EHLER,Ehler,Christian,EHLER,NA,NA
person/97968,Person,97968,Andrey KOVATCHEV,Kovatchev,Andrey,KOVATCHEV,Ковачев,Андрей
person/193292,Person,193292,Tilly METZ,Metz,Tilly,METZ,NA,NA
person/197525,Person,197525,Ewa KOPACZ,Kopacz,Ewa,KOPACZ,NA,NA
person/197481,Person,197481,Maximilian KRAH,Krah,Maximilian,KRAH,NA,NA
person/124701,Person,124701,Luděk NIEDERMAYER,Niedermayer,Luděk,NIEDERMAYER,NA,NA
person/256850,Person,256850,Filip TUREK,Turek,Filip,TUREKF,NA,NA
person/256890,Person,256890,Rudi KENNES,Kennes,Rudi,KENNESR,NA,NA
person/256804,Person,256804,Pekka TOVERI,Toveri,Pekka,TOVERIP,NA,NA
person/256862,Person,256862,Dóra DÁVID,Dávid,Dóra,DAVIDD,NA,NA
person/197391,Person,197391,Heléne FRITZON,Fritzon,Heléne,FRITZON,NA,NA
person/197845,Person,197845,Tsvetelina PENKOVA,Penkova,Tsvetelina,PENKOVA,Пенкова,Цветелина
person/101039,Person,101039,Paolo BORCHIA,Borchia,Paolo,BORCHIA,NA,NA
person/96808,Person,96808,Pablo ARIAS ECHEVERRÍA,Arias Echeverría,Pablo,ARIASECHEVERRIA,NA,NA
person/256811,Person,256811,Aurelijus VERYGA,Veryga,Aurelijus,VERYGAA,NA,NA
person/197395,Person,197395,Alice KUHNKE,Kuhnke,Alice,KUHNKE,NA,NA
person/197537,Person,197537,Alexandr VONDRA,Vondra,Alexandr,VONDRA,NA,NA
person/197722,Person,197722,Nacho SÁNCHEZ AMOR,Sánchez Amor,Nacho,SANCHEZAMOR,NA,NA
person/197445,Person,197445,Moritz KÖRNER,Körner,Moritz,KORNER,NA,NA
person/30123,Person,30123,Guillaume PELTIER,Peltier,Guillaume,PELTIERG,NA,NA
person/124858,Person,124858,Fabio DE MASI,De Masi,Fabio,DEMASIF,NA,NA
person/197577,Person,197577,Gilles BOYER,Boyer,Gilles,BOYER,NA,NA
person/256882,Person,256882,Julie RECHAGNEUX,Rechagneux,Julie,RECHAGNEUXJ,NA,NA
person/197529,Person,197529,Leila CHAIBI,Chaibi,Leila,CHAIBI,NA,NA
person/197653,Person,197653,Claudiu MANDA,Manda,Claudiu,MANDA,NA,NA
person/249982,Person,249982,Milan MAZUREK,Mazurek,Milan,MAZUREKMI,NA,NA
person/251874,Person,251874,Niels GEUKING,Geuking,Niels,GEUKINGN,NA,NA
person/190517,Person,190517,Martin SCHIRDEWAN,Schirdewan,Martin,SCHIRDEWAN,NA,NA
person/123562,Person,123562,Charlie WEIMERS,Weimers,Charlie,WEIMERS,NA,NA
person/256883,Person,256883,Aleksandar NIKOLIC,Nikolic,Aleksandar,NIKOLICA,NA,NA
person/256860,Person,256860,András LÁSZLÓ,László,András,LASZLOA,NA,NA
person/256869,Person,256869,Grégory ALLIONE,Allione,Grégory,ALLIONEG,NA,NA
person/96668,Person,96668,Seán KELLY,Kelly,Seán,KELLY SEAN,NA,NA
person/125042,Person,125042,Javi LÓPEZ,López,Javi,LOPEZ JAVI,NA,NA
person/197414,Person,197414,Loucas FOURLAS,Fourlas,Loucas,FOURLAS,Φουρλάς,Λουκάς
person/94649,Person,94649,Catherine GRISET,Griset,Catherine,GRISET,NA,NA
person/111412,Person,111412,Villy SØVNDAL,Søvndal,Villy,SOVNDALV,NA,NA
person/124884,Person,124884,Kosma ZŁOTOWSKI,Złotowski,Kosma,ZLOTOWSKI,NA,NA
person/1927,Person,1927,Peter LIESE,Liese,Peter,LIESE,NA,NA
person/256851,Person,256851,Ondřej DOSTÁL,Dostál,Ondřej,DOSTÁLO,NA,NA
person/256894,Person,256894,Sylvie JOSSERAND,Josserand,Sylvie,JOSSERANDS,NA,NA
person/197468,Person,197468,Özlem DEMIREL,Demirel,Özlem,DEMIREL,NA,NA
person/28223,Person,28223,Andreas SCHWAB,Schwab,Andreas,SCHWAB,NA,NA
person/197504,Person,197504,Jérémy DECERLE,Decerle,Jérémy,DECERLE,NA,NA
person/125670,Person,125670,Massimiliano SALINI,Salini,Massimiliano,SALINI,NA,NA
person/256861,Person,256861,Kinga KOLLÁR,Kollár,Kinga,KOLLARK,NA,NA
person/256898,Person,256898,Pierre JOUVET,Jouvet,Pierre,JOUVETP,NA,NA
person/256927,Person,256927,Carola RACKETE,Rackete,Carola,RACKETEC,NA,NA
person/256854,Person,256854,Balázs GYŐRFFY,Győrffy,Balázs,GYORFFYB,NA,NA
person/125052,Person,125052,Juan Carlos GIRAUTA VIDAL,Girauta Vidal,Juan Carlos,GIRAUTAVIDAL,NA,NA
person/256896,Person,256896,Angéline FURET,Furet,Angéline,FURETA,NA,NA
person/23788,Person,23788,Adam BIELAN,Bielan,Adam,BIELAN,NA,NA
person/204414,Person,204414,Margarita DE LA PISA CARRIÓN,de la Pisa Carrión,Margarita,PISACARRION,NA,NA
person/125065,Person,125065,Elissavet VOZEMBERG-VRIONIDI,Vozemberg-Vrionidi,Elissavet,VOZEMBERG-VRIONIDI,Βόζεμπεργκ-Βρυωνίδη,Ελισσάβετ
person/256876,Person,256876,Anne-Sophie FRIGOUT,Frigout,Anne-Sophie,FRIGOUTA,NA,NA
person/88552,Person,88552,Julien SANCHEZ,Sanchez,Julien,SANCHEZJ,NA,NA
person/256922,Person,256922,Marion MARÉCHAL,Maréchal,Marion,MARECHALM,NA,NA
person/219652,Person,219652,Matej TONIN,Tonin,Matej,TONINM,NA,NA
person/28615,Person,28615,Roberts ZĪLE,Zīle,Roberts,ZILE,NA,NA
person/197498,Person,197498,Robert BIEDROŃ,Biedroń,Robert,BIEDRON,NA,NA
person/197824,Person,197824,Giuseppe MILAZZO,Milazzo,Giuseppe,MILAZZO,NA,NA
person/95074,Person,95074,Jeroen LENAERS,Lenaers,Jeroen,LENAERS,NA,NA
person/197528,Person,197528,Ondřej KNOTEK,Knotek,Ondřej,KNOTEK,NA,NA
person/91636,Person,91636,Marit MAIJ,Maij,Marit,MAIJM,NA,NA
person/197719,Person,197719,Cristina MAESTRE,Maestre,Cristina,MAESTREC,NA,NA
person/256805,Person,256805,Li ANDERSSON,Andersson,Li,ANDERSSONL,NA,NA
person/28399,Person,28399,Antonio LÓPEZ-ISTÚRIZ WHITE,López-Istúriz White,Antonio,LOPEZISTURIZ,NA,NA
person/131580,Person,131580,Jordan BARDELLA,Bardella,Jordan,BARDELLA,NA,NA
person/197694,Person,197694,Raphaël GLUCKSMANN,Glucksmann,Raphaël,GLUCKSMANN,NA,NA
person/118859,Person,118859,Roberta METSOLA,Metsola,Roberta,METSOLA,NA,NA
person/197417,Person,197417,Tomislav SOKOL,Sokol,Tomislav,SOKOL,NA,NA
person/197502,Person,197502,Marie-Pierre VEDRENNE,Vedrenne,Marie-Pierre,VEDRENNE,NA,NA
person/206158,Person,206158,Manuela RIPA,Ripa,Manuela,RIPA,NA,NA
person/124715,Person,124715,György HÖLVÉNYI,Hölvényi,György,HOLVENYI,NA,NA
person/256912,Person,256912,Rima HASSAN,Hassan,Rima,HASSANR,NA,NA
person/124760,Person,124760,Nicolas BAY,Bay,Nicolas,BAY,NA,NA
person/197491,Person,197491,Marina KALJURAND,Kaljurand,Marina,KALJURAND,NA,NA
person/256905,Person,256905,Eric SARGIACOMO,Sargiacomo,Eric,SARGIACOMOE,NA,NA
person/185341,Person,185341,Željana ZOVKO,Zovko,Željana,ZOVKO,NA,NA
person/256904,Person,256904,Chloé RIDEL,Ridel,Chloé,RIDELC,NA,NA
person/256806,Person,256806,Sebastian TYNKKYNEN,Tynkkynen,Sebastian,TYNKKYNENS,NA,NA
person/23816,Person,23816,András GYÜRK,Gyürk,András,GYURK,NA,NA
person/197400,Person,197400,Abir AL-SAHLANI,Al-Sahlani,Abir,ALSAHLANI,NA,NA
person/197772,Person,197772,Tineke STRIK,Strik,Tineke,STRIK,NA,NA
person/39725,Person,39725,Iuliu WINKLER,Winkler,Iuliu,WINKLERIULIU,NA,NA
person/197516,Person,197516,Patryk JAKI,Jaki,Patryk,JAKI,NA,NA
person/125204,Person,125204,Borja GIMÉNEZ LARRAZ,Giménez Larraz,Borja,GIMENEZLARRAZB,NA,NA
person/98582,Person,98582,Loránt VINCZE,Vincze,Loránt,VINCZE,NA,NA
person/197810,Person,197810,Nils UŠAKOVS,Ušakovs,Nils,USAKOVS,NA,NA
person/96791,Person,96791,Elżbieta Katarzyna ŁUKACIJEWSKA,Łukacijewska,Elżbieta Katarzyna,LUKACIJEWSKA,NA,NA
person/124867,Person,124867,Brando BENIFEI,Benifei,Brando,BENIFEI,NA,NA
person/197408,Person,197408,Hildegard BENTELE,Bentele,Hildegard,BENTELE,NA,NA
person/36392,Person,36392,Aldo PATRICIELLO,Patriciello,Aldo,PATRICIELLO,NA,NA
person/197734,Person,197734,Lefteris NIKOLAOU-ALAVANOS,Nikolaou-Alavanos,Lefteris,NIKOLAOU-ALAVANOS,Νικολάου-Αλαβάνος,Λευτέρης
person/197501,Person,197501,Joachim Stanisław BRUDZIŃSKI,Brudziński,Joachim Stanisław,BRUDZINSKI,NA,NA
person/126699,Person,126699,Gilles PENNELLE,Pennelle,Gilles,PENNELLEG,NA,NA
person/124875,Person,124875,Anders VISTISEN,Vistisen,Anders,VISTISEN,NA,NA
person/197627,Person,197627,Virginie JORON,Joron,Virginie,JORON,NA,NA
person/197652,Person,197652,Angelika WINZIG,Winzig,Angelika,WINZIG,NA,NA
person/2268,Person,2268,Jonas SJÖSTEDT,Sjöstedt,Jonas,SJOESTEDT,NA,NA
person/256921,Person,256921,Laurent CASTILLO,Castillo,Laurent,CASTILLOL,NA,NA
person/256841,Person,256841,Helmut BRANDSTÄTTER,Brandstätter,Helmut,BRANDSTATTERH,NA,NA
person/197405,Person,197405,Jörgen WARBORN,Warborn,Jörgen,WARBORN,NA,NA
person/24922,Person,24922,Pascal ARIMONT,Arimont,Pascal,ARIMONT,NA,NA
person/96681,Person,96681,Vilija BLINKEVIČIŪTĖ,Blinkevičiūtė,Vilija,BLINKEVICIUTE,NA,NA
person/197440,Person,197440,Delara BURKHARDT,Burkhardt,Delara,BURKHARDT,NA,NA
person/197449,Person,197449,Michael BLOSS,Bloss,Michael,BLOSS,NA,NA
person/256865,Person,256865,Eszter LAKOS,Lakos,Eszter,LAKOSE,NA,NA
person/197842,Person,197842,Elena YONCHEVA,Yoncheva,Elena,YONCHEVA,Йончева,Елена
person/86057,Person,86057,Bartłomiej SIENKIEWICZ,Sienkiewicz,Bartłomiej,SIENKIEWICZ,NA,NA
person/197556,Person,197556,Ivan DAVID,David,Ivan,DAVIDI,NA,NA
person/198176,Person,198176,Roman HAIDER,Haider,Roman,HAIDER,NA,NA
person/197443,Person,197443,Andreas GLÜCK,Glück,Andreas,GLUCK,NA,NA
person/197648,Person,197648,Alexander BERNHUBER,Bernhuber,Alexander,BERNHUBER,NA,NA
person/107212,Person,107212,Andrey NOVAKOV,Novakov,Andrey,NOVAKOV,Новаков,Андрей
person/5736,Person,5736,Alexandre VARAUT,Varaut,Alexandre,VARAUT,NA,NA
person/197444,Person,197444,Svenja HAHN,Hahn,Svenja,HAHN,NA,NA
person/124802,Person,124802,Siegfried MUREŞAN,Mureşan,Siegfried,MURESAN,NA,NA
person/188096,Person,188096,Jüri RATAS,Ratas,Jüri,RATASJ,NA,NA
person/256857,Person,256857,Viktória FERENC,Ferenc,Viktória,FERENCV,NA,NA
person/214839,Person,214839,Emma WIESNER,Wiesner,Emma,WIESNER,NA,NA
person/204413,Person,204413,Marcos ROS SEMPERE,Ros Sempere,Marcos,ROS SEMPERE,NA,NA
person/197497,Person,197497,Sven MIKSER,Mikser,Sven,MIKSER,NA,NA
person/197533,Person,197533,Manon AUBRY,Aubry,Manon,AUBRY,NA,NA
person/197691,Person,197691,Mathilde ANDROUËT,Androuët,Mathilde,ANDROUET,NA,NA
person/124846,Person,124846,Pina PICIERNO,Picierno,Pina,PICIERNO,NA,NA
person/256895,Person,256895,Julien LEONARDELLI,Leonardelli,Julien,LEONARDELLIJ,NA,NA
person/197406,Person,197406,Arba KOKALARI,Kokalari,Arba,KOKALARI,NA,NA
person/197422,Person,197422,Christine SCHNEIDER,Schneider,Christine,SCHNEIDER,NA,NA
person/197672,Person,197672,Eugen TOMAC,Tomac,Eugen,TOMAC,NA,NA
person/249603,Person,249603,Martine KEMP,Kemp,Martine,KEMP,NA,NA
person/256872,Person,256872,Fabrice LEGGERI,Leggeri,Fabrice,LEGGERIF,NA,NA
person/5729,Person,5729,Kathleen VAN BREMPT,Van Brempt,Kathleen,VANBREMPT,NA,NA
person/256803,Person,256803,Maria GUZENINA,Guzenina,Maria,GUZENINAM,NA,NA
person/256877,Person,256877,Pascale PIERA,Piera,Pascale,PIERAP,NA,NA
person/124806,Person,124806,David MCALLISTER,McAllister,David,MACALLISTER,NA,NA
person/72779,Person,72779,Nadine MORANO,Morano,Nadine,MORANO,NA,NA
person/197769,Person,197769,Michal WIEZIK,Wiezik,Michal,WIEZIK,NA,NA
person/190464,Person,190464,Thomas WAITZ,Waitz,Thomas,WAITZ,NA,NA
person/4289,Person,4289,Angelika NIEBLER,Niebler,Angelika,NIEBLER,NA,NA
person/197473,Person,197473,Christian DOLESCHAL,Doleschal,Christian,DOLESCHAL,NA,NA
person/197623,Person,197623,Thierry MARIANI,Mariani,Thierry,MARIANI,NA,NA
person/96725,Person,96725,Bas EICKHOUT,Eickhout,Bas,EICKHOUT,NA,NA
person/112748,Person,112748,Biljana BORZAN,Borzan,Biljana,BORZAN,NA,NA
person/125001,Person,125001,Harald VILIMSKY,Vilimsky,Harald,VILIMSKY,NA,NA
person/130881,Person,130881,Mieke ANDRIESE,Andriese,Mieke,ANDRIESEM,NA,NA
person/197649,Person,197649,Gheorghe FALCĂ,Falcă,Gheorghe,FALCA,NA,NA
person/197500,Person,197500,Mounir SATOURI,Satouri,Mounir,SATOURI,NA,NA
person/135511,Person,135511,Valérie HAYER,Hayer,Valérie,HAYER,NA,NA
person/96932,Person,96932,Birgit SIPPEL,Sippel,Birgit,SIPPEL,NA,NA
person/197553,Person,197553,Beata SZYDŁO,Szydło,Beata,SZYDLO,NA,NA
person/197782,Person,197782,Mohammed CHAHIM,Chahim,Mohammed,CHAHIM,NA,NA
person/124813,Person,124813,Dario TAMBURRANO,Tamburrano,Dario,TAMBURRANO,NA,NA
person/124736,Person,124736,Merja KYLLÖNEN,Kyllönen,Merja,KYLLONEN,NA,NA
person/220801,Person,220801,Sophie WILMÈS,Wilmès,Sophie,WILMESS,NA,NA
person/199941,Person,199941,Marianne VIND,Vind,Marianne,VIND,NA,NA
person/190574,Person,190574,Tomasz FROELICH,Froelich,Tomasz,FROELICHT,NA,NA
person/124799,Person,124799,Alessandra MORETTI,Moretti,Alessandra,MORETTIA,NA,NA
person/40599,Person,40599,Sirpa PIETIKÄINEN,Pietikäinen,Sirpa,PIETIKAINEN,NA,NA
person/197574,Person,197574,Damien CARÊME,Carême,Damien,CAREME,NA,NA
person/28307,Person,28307,Francisco ASSIS,Assis,Francisco,ASSIS,NA,NA
person/125106,Person,125106,Johan VAN OVERTVELDT,Van Overtveldt,Johan,VANOVERTVELDT,NA,NA
person/124726,Person,124726,Henna VIRKKUNEN,Virkkunen,Henna,VIRKKUNEN,NA,NA
