identifier,name,country,political_group,gender,parliamentary_term,speeches
197547,Irène Tolleret,FR,RENEW,FEMALE,9,41
197576,Sylvie Brunet,FR,RENEW,FEMALE,9,17
197581,Stéphanie Yon-Courtin,FR,RENEW,FEMALE,9,32
197589,Laurence Farreng,FR,RENEW,FEMALE,9,37
197593,Véronique Trillet-Lenoir,FR,RENEW,FEMALE,9,28
204416,Ilana Cicurel,FR,RENEW,FEMALE,9,20
22858,Fabienne Keller,FR,RENEW,FEMALE,9,49
247122,Catherine Amalric,FR,RENEW,FEMALE,9,7
197527,Anne-Sophie Pelletier,FR,THE-LEFT,FEMALE,9,28
197529,Leila Chaibi,FR,THE-LEFT,FEMALE,9,40
197533,Manon Aubry,FR,THE-LEFT,FEMALE,9,132
236053,Marina Mesure,FR,THE-LEFT,FEMALE,9,32
124765,Joëlle Mélin,FR,ID,FEMALE,9,7
124771,Dominique Bilde,FR,ID,FEMALE,9,63
182995,Annika Bruna,FR,ID,FEMALE,9,27
189065,France Jamet,FR,ID,FEMALE,9,46
197597,Hélène Laporte,FR,ID,FEMALE,9,17
197627,Virginie Joron,FR,ID,FEMALE,9,60
197629,Maxette Pirbakas,FR,ID,FEMALE,9,32
197629,Maxette Pirbakas,FR,ID,FEMALE,9,32
197680,Aurélia Beigneux,FR,ID,FEMALE,9,45
197686,Julie Lechanteux,FR,ID,FEMALE,9,9
197691,Mathilde Androuët,FR,ID,FEMALE,9,35
236050,Marie Dauchy,FR,ID,FEMALE,9,25
236052,Patricia Chagnon,FR,ID,FEMALE,9,38
94649,Catherine Griset,FR,ID,FEMALE,9,14
119434,Dubravka Šuica,HR,PPE,FEMALE,9,57
185341,Željana Zovko,HR,PPE,FEMALE,9,96
202036,Sunčana Glavak,HR,PPE,FEMALE,9,100
112747,Romana Jerković,HR,S-D,FEMALE,9,13
112748,Biljana Borzan,HR,S-D,FEMALE,9,29
119431,Ruža Tomašić,HR,ECR,FEMALE,9,0
124831,Isabella Adinolfi,IT,PPE,FEMALE,9,11
124831,Isabella Adinolfi,IT,PPE,FEMALE,9,11
124861,Caterina Chinnici,IT,PPE,FEMALE,9,20
124861,Caterina Chinnici,IT,PPE,FEMALE,9,20
197586,Stefania Zambelli,IT,PPE,FEMALE,9,14
197586,Stefania Zambelli,IT,PPE,FEMALE,9,14
197586,Stefania Zambelli,IT,PPE,FEMALE,9,14
197790,Luisa Regimenti,IT,PPE,FEMALE,9,11
197790,Luisa Regimenti,IT,PPE,FEMALE,9,11
197790,Luisa Regimenti,IT,PPE,FEMALE,9,11
197798,Lucia Vuolo,IT,PPE,FEMALE,9,3
197798,Lucia Vuolo,IT,PPE,FEMALE,9,3
197798,Lucia Vuolo,IT,PPE,FEMALE,9,3
243979,Francesca Peppucci,IT,PPE,FEMALE,9,15
243979,Francesca Peppucci,IT,PPE,FEMALE,9,15
28429,Alessandra Mussolini,IT,PPE,FEMALE,9,6
96775,Lara Comi,IT,PPE,FEMALE,9,5
124777,Tiziana Beghin,IT,NI,FEMALE,9,36
124779,Eleonora Evi,IT,NI,FEMALE,9,17
124779,Eleonora Evi,IT,NI,FEMALE,9,17
124831,Isabella Adinolfi,IT,NI,FEMALE,9,11
124831,Isabella Adinolfi,IT,NI,FEMALE,9,11
124833,Laura Ferrara,IT,NI,FEMALE,9,60
124835,Rosa D'Amato,IT,NI,FEMALE,9,56
124835,Rosa D'Amato,IT,NI,FEMALE,9,56
197586,Stefania Zambelli,IT,NI,FEMALE,9,14
197586,Stefania Zambelli,IT,NI,FEMALE,9,14
197586,Stefania Zambelli,IT,NI,FEMALE,9,14
197619,Sabrina Pignedoli,IT,NI,FEMALE,9,34
197790,Luisa Regimenti,IT,NI,FEMALE,9,11
197790,Luisa Regimenti,IT,NI,FEMALE,9,11
197790,Luisa Regimenti,IT,NI,FEMALE,9,11
197792,Daniela Rondinelli,IT,NI,FEMALE,9,30
197792,Daniela Rondinelli,IT,NI,FEMALE,9,30
197794,Chiara Gemma,IT,NI,FEMALE,9,23
197794,Chiara Gemma,IT,NI,FEMALE,9,23
197798,Lucia Vuolo,IT,NI,FEMALE,9,3
197798,Lucia Vuolo,IT,NI,FEMALE,9,3
197798,Lucia Vuolo,IT,NI,FEMALE,9,3
197822,Francesca Donato,IT,NI,FEMALE,9,36
197822,Francesca Donato,IT,NI,FEMALE,9,36
239258,Maria Angela Danzì,IT,NI,FEMALE,9,41
239262,Elisabetta De Blasis,IT,NI,FEMALE,9,1
239262,Elisabetta De Blasis,IT,NI,FEMALE,9,1
239262,Elisabetta De Blasis,IT,NI,FEMALE,9,1
243912,Maria Veronica Rossi,IT,NI,FEMALE,9,1
243912,Maria Veronica Rossi,IT,NI,FEMALE,9,1
243979,Francesca Peppucci,IT,NI,FEMALE,9,15
243979,Francesca Peppucci,IT,NI,FEMALE,9,15
124799,Alessandra Moretti,IT,S-D,FEMALE,9,41
124814,Simona Bonafè,IT,S-D,FEMALE,9,29
124846,Pina Picierno,IT,S-D,FEMALE,9,252
124861,Caterina Chinnici,IT,S-D,FEMALE,9,20
124861,Caterina Chinnici,IT,S-D,FEMALE,9,20
197591,Irene Tinagli,IT,S-D,FEMALE,9,17
197618,Elisabetta Gualmini,IT,S-D,FEMALE,9,38
197618,Elisabetta Gualmini,IT,S-D,FEMALE,9,38
197792,Daniela Rondinelli,IT,S-D,FEMALE,9,30
197792,Daniela Rondinelli,IT,S-D,FEMALE,9,30
230085,Camilla Laureti,IT,S-D,FEMALE,9,11
240478,Beatrice Covassi,IT,S-D,FEMALE,9,26
28340,Patrizia Toia,IT,S-D,FEMALE,9,49
28346,Mercedes Bresso,IT,S-D,FEMALE,9,13
124779,Eleonora Evi,IT,VERTS-ALE,FEMALE,9,17
124779,Eleonora Evi,IT,VERTS-ALE,FEMALE,9,17
124835,Rosa D'Amato,IT,VERTS-ALE,FEMALE,9,56
124835,Rosa D'Amato,IT,VERTS-ALE,FEMALE,9,56
197794,Chiara Gemma,IT,ECR,FEMALE,9,23
197794,Chiara Gemma,IT,ECR,FEMALE,9,23
239262,Elisabetta De Blasis,IT,ECR,FEMALE,9,1
239262,Elisabetta De Blasis,IT,ECR,FEMALE,9,1
239262,Elisabetta De Blasis,IT,ECR,FEMALE,9,1
197618,Elisabetta Gualmini,IT,RENEW,FEMALE,9,38
197618,Elisabetta Gualmini,IT,RENEW,FEMALE,9,38
197578,Silvia Sardone,IT,ID,FEMALE,9,78
197580,Isabella Tovaglieri,IT,ID,FEMALE,9,40
197582,Gianna Gancia,IT,ID,FEMALE,9,15
197586,Stefania Zambelli,IT,ID,FEMALE,9,14
197586,Stefania Zambelli,IT,ID,FEMALE,9,14
197586,Stefania Zambelli,IT,ID,FEMALE,9,14
197610,Alessandra Basso,IT,ID,FEMALE,9,24
197611,Elena Lizzi,IT,ID,FEMALE,9,27
197616,Rosanna Conte,IT,ID,FEMALE,9,31
197786,Susanna Ceccardi,IT,ID,FEMALE,9,64
197788,Anna Bonfrisco,IT,ID,FEMALE,9,55
197789,Simona Baldassarre,IT,ID,FEMALE,9,19
197790,Luisa Regimenti,IT,ID,FEMALE,9,11
197790,Luisa Regimenti,IT,ID,FEMALE,9,11
197790,Luisa Regimenti,IT,ID,FEMALE,9,11
197798,Lucia Vuolo,IT,ID,FEMALE,9,3
197798,Lucia Vuolo,IT,ID,FEMALE,9,3
197798,Lucia Vuolo,IT,ID,FEMALE,9,3
197806,Annalisa Tardino,IT,ID,FEMALE,9,29
197822,Francesca Donato,IT,ID,FEMALE,9,36
197822,Francesca Donato,IT,ID,FEMALE,9,36
239256,Paola Ghidoni,IT,ID,FEMALE,9,9
239262,Elisabetta De Blasis,IT,ID,FEMALE,9,1
239262,Elisabetta De Blasis,IT,ID,FEMALE,9,1
239262,Elisabetta De Blasis,IT,ID,FEMALE,9,1
243912,Maria Veronica Rossi,IT,ID,FEMALE,9,1
243912,Maria Veronica Rossi,IT,ID,FEMALE,9,1
97198,Mara Bizzotto,IT,ID,FEMALE,9,12
239271,Eleni Stavrou,CY,PPE,FEMALE,9,25
130256,Dace Melbārde,LV,PPE,FEMALE,9,13
130256,Dace Melbārde,LV,PPE,FEMALE,9,13
130256,Dace Melbārde,LV,PPE,FEMALE,9,13
28617,Inese Vaidere,LV,PPE,FEMALE,9,4
96934,Sandra Kalniete,LV,PPE,FEMALE,9,36
130256,Dace Melbārde,LV,NI,FEMALE,9,13
130256,Dace Melbārde,LV,NI,FEMALE,9,13
130256,Dace Melbārde,LV,NI,FEMALE,9,13
28619,Tatjana Ždanoka,LV,NI,FEMALE,9,47
28619,Tatjana Ždanoka,LV,NI,FEMALE,9,47
28619,Tatjana Ždanoka,LV,VERTS-ALE,FEMALE,9,47
28619,Tatjana Ždanoka,LV,VERTS-ALE,FEMALE,9,47
130256,Dace Melbārde,LV,ECR,FEMALE,9,13
130256,Dace Melbārde,LV,ECR,FEMALE,9,13
130256,Dace Melbārde,LV,ECR,FEMALE,9,13
197835,Aušra Seibutytė,LT,PPE,FEMALE,9,2
197840,Rasa Juknevičienė,LT,PPE,FEMALE,9,46
96681,Vilija Blinkevičiūtė,LT,S-D,FEMALE,9,16
197421,Isabel Wiseler-Lima,LU,PPE,FEMALE,9,44
249603,Martine Kemp,LU,PPE,FEMALE,9,6
193292,Tilly Metz,LU,VERTS-ALE,FEMALE,9,65
197418,Monica Semedo,LU,RENEW,FEMALE,9,12
124712,Andrea Bocskor,HU,PPE,FEMALE,9,26
124712,Andrea Bocskor,HU,PPE,FEMALE,9,26
27714,Edina Tóth,HU,PPE,FEMALE,9,51
27714,Edina Tóth,HU,PPE,FEMALE,9,51
28141,Lívia Járóka,HU,PPE,FEMALE,9,36
28141,Lívia Járóka,HU,PPE,FEMALE,9,36
28150,Kinga Gál,HU,PPE,FEMALE,9,53
28150,Kinga Gál,HU,PPE,FEMALE,9,53
96830,Enikő Győri,HU,PPE,FEMALE,9,75
96830,Enikő Győri,HU,PPE,FEMALE,9,75
124712,Andrea Bocskor,HU,NI,FEMALE,9,26
124712,Andrea Bocskor,HU,NI,FEMALE,9,26
27714,Edina Tóth,HU,NI,FEMALE,9,51
27714,Edina Tóth,HU,NI,FEMALE,9,51
28141,Lívia Járóka,HU,NI,FEMALE,9,36
28141,Lívia Járóka,HU,NI,FEMALE,9,36
28150,Kinga Gál,HU,NI,FEMALE,9,53
28150,Kinga Gál,HU,NI,FEMALE,9,53
96830,Enikő Győri,HU,NI,FEMALE,9,75
96830,Enikő Győri,HU,NI,FEMALE,9,75
197579,Klára Dobrev,HU,S-D,FEMALE,9,24
197588,Katalin Cseh,HU,RENEW,FEMALE,9,93
197595,Anna Júlia Donáth,HU,RENEW,FEMALE,9,36
118859,Roberta Metsola,MT,PPE,FEMALE,9,500
124970,Miriam Dalli,MT,S-D,FEMALE,9,0
197394,Josianne Cutajar,MT,S-D,FEMALE,9,31
125030,Annie Schreijer-Pierik,NL,PPE,FEMALE,9,1
247709,Anja Haga,NL,PPE,FEMALE,9,6
247709,Anja Haga,NL,PPE,FEMALE,9,6
38398,Esther De Lange,NL,PPE,FEMALE,9,23
204733,Dorien Rookmaker,NL,NI,FEMALE,9,61
204733,Dorien Rookmaker,NL,NI,FEMALE,9,61
247709,Anja Haga,NL,NI,FEMALE,9,6
247709,Anja Haga,NL,NI,FEMALE,9,6
125021,Agnes Jongerius,NL,S-D,FEMALE,9,70
197756,Vera Tax,NL,S-D,FEMALE,9,30
37229,Kati Piri,NL,S-D,FEMALE,9,0
5392,Lara Wolters,NL,S-D,FEMALE,9,31
197772,Tineke Strik,NL,VERTS-ALE,FEMALE,9,100
197870,Kim Van Sparrentak,NL,VERTS-ALE,FEMALE,9,65
204733,Dorien Rookmaker,NL,ECR,FEMALE,9,61
204733,Dorien Rookmaker,NL,ECR,FEMALE,9,61
190519,Caroline Nagtegaal,NL,RENEW,FEMALE,9,12
197868,Samira Rafaela,NL,RENEW,FEMALE,9,71
197869,Liesje Schreinemacher,NL,RENEW,FEMALE,9,5
229519,Catharina Rinzema,NL,RENEW,FEMALE,9,17
28266,Sophia in 't Veld,NL,RENEW,FEMALE,9,102
125023,Anja Hazekamp,NL,THE-LEFT,FEMALE,9,63
197643,Karoline Edtstadler,AT,PPE,FEMALE,9,0
197652,Angelika Winzig,AT,PPE,FEMALE,9,63
197656,Simone Schmiedtbauer,AT,PPE,FEMALE,9,10
197667,Barbara Thaler,AT,PPE,FEMALE,9,25
197678,Bettina Vollath,AT,S-D,FEMALE,9,15
238674,Theresa Bielowski,AT,S-D,FEMALE,9,14
96998,Evelyn Regner,AT,S-D,FEMALE,9,319
124934,Monika Vana,AT,VERTS-ALE,FEMALE,9,11
197675,Sarah Wiener,AT,VERTS-ALE,FEMALE,9,12
197632,Claudia Gamon,AT,RENEW,FEMALE,9,33
197490,Magdalena Adamowicz,PL,PPE,FEMALE,9,16
197525,Ewa Kopacz,PL,PPE,FEMALE,9,209
197542,Janina Ochojska,PL,PPE,FEMALE,9,36
96776,Róża Thun und Hohenstein,PL,PPE,FEMALE,9,52
96776,Róża Thun und Hohenstein,PL,PPE,FEMALE,9,52
96779,Danuta Maria Hübner,PL,PPE,FEMALE,9,23
96791,Elżbieta Katarzyna Łukacijewska,PL,PPE,FEMALE,9,29
197550,Sylwia Spurek,PL,NI,FEMALE,9,25
197550,Sylwia Spurek,PL,NI,FEMALE,9,25
197550,Sylwia Spurek,PL,NI,FEMALE,9,25
197550,Sylwia Spurek,PL,S-D,FEMALE,9,25
197550,Sylwia Spurek,PL,S-D,FEMALE,9,25
197550,Sylwia Spurek,PL,S-D,FEMALE,9,25
197550,Sylwia Spurek,PL,VERTS-ALE,FEMALE,9,25
197550,Sylwia Spurek,PL,VERTS-ALE,FEMALE,9,25
197550,Sylwia Spurek,PL,VERTS-ALE,FEMALE,9,25
124877,Jadwiga Wiśniewska,PL,ECR,FEMALE,9,61
197519,Beata Kempa,PL,ECR,FEMALE,9,97
197520,Izabela-Helena Kloc,PL,ECR,FEMALE,9,29
197530,Joanna Kopcińska,PL,ECR,FEMALE,9,21
197532,Elżbieta Kruk,PL,ECR,FEMALE,9,38
197538,Beata Mazurek,PL,ECR,FEMALE,9,71
197541,Andżelika Anna Możdżanowska,PL,ECR,FEMALE,9,14
197544,Elżbieta Rafalska,PL,ECR,FEMALE,9,47
197553,Beata Szydło,PL,ECR,FEMALE,9,62
197572,Anna Zalewska,PL,ECR,FEMALE,9,65
28353,Anna Fotyga,PL,ECR,FEMALE,9,115
96776,Róża Thun und Hohenstein,PL,RENEW,FEMALE,9,52
96776,Róża Thun und Hohenstein,PL,RENEW,FEMALE,9,52
124734,Cláudia Monteiro de Aguiar,PT,PPE,FEMALE,9,28
197738,Lídia Pereira,PT,PPE,FEMALE,9,72
254720,Ana Miguel Dos Santos,PT,PPE,FEMALE,9,2
254721,Vânia Neto,PT,PPE,FEMALE,9,0
96867,Maria da Graça Carvalho,PT,PPE,FEMALE,9,78
197635,Maria-Manuel Leitão-Marques,PT,S-D,FEMALE,9,75
197638,Margarida Marques,PT,S-D,FEMALE,9,120
197641,Sara Cerdas,PT,S-D,FEMALE,9,72
197650,Isabel Santos,PT,S-D,FEMALE,9,108
199996,Isabel Carvalhais,PT,S-D,FEMALE,9,54
197754,Sandra Pereira,PT,THE-LEFT,FEMALE,9,181
254718,Anabela Rodrigues,PT,THE-LEFT,FEMALE,9,3
96820,Marisa Matias,PT,THE-LEFT,FEMALE,9,46
37324,Adina Vălean,RO,PPE,FEMALE,9,46
124785,Maria Grapini,RO,S-D,FEMALE,9,212
197651,Carmen Avram,RO,S-D,FEMALE,9,55
33997,Corina Crețu,RO,S-D,FEMALE,9,9
38595,Rovana Plumb,RO,S-D,FEMALE,9,27
134605,Ramona Strugariu,RO,RENEW,FEMALE,9,58
197664,Clotilde Armand,RO,RENEW,FEMALE,9,0
125104,Romana Tomc,SI,PPE,FEMALE,9,14
28294,Ljudmila Novak,SI,PPE,FEMALE,9,36
96911,Tanja Fajon,SI,S-D,FEMALE,9,12
197447,Irena Joveva,SI,RENEW,FEMALE,9,46
204336,Miriam Lexmann,SK,PPE,FEMALE,9,135
23868,Monika Beňová,SK,NI,FEMALE,9,12
23868,Monika Beňová,SK,NI,FEMALE,9,12
96653,Katarína Roth Neveďalová,SK,NI,FEMALE,9,64
96653,Katarína Roth Neveďalová,SK,NI,FEMALE,9,64
23868,Monika Beňová,SK,S-D,FEMALE,9,12
23868,Monika Beňová,SK,S-D,FEMALE,9,12
96653,Katarína Roth Neveďalová,SK,S-D,FEMALE,9,64
96653,Katarína Roth Neveďalová,SK,S-D,FEMALE,9,64
197766,Lucia Ďuriš Nicholsonová,SK,ECR,FEMALE,9,18
197766,Lucia Ďuriš Nicholsonová,SK,ECR,FEMALE,9,18
197766,Lucia Ďuriš Nicholsonová,SK,RENEW,FEMALE,9,18
197766,Lucia Ďuriš Nicholsonová,SK,RENEW,FEMALE,9,18
124726,Henna Virkkunen,FI,PPE,FEMALE,9,72
40599,Sirpa Pietikäinen,FI,PPE,FEMALE,9,41
4260,Eija-Riitta Korhola,FI,PPE,FEMALE,9,0
197594,Laura Huhtasaari,FI,NI,FEMALE,9,16
197594,Laura Huhtasaari,FI,NI,FEMALE,9,16
124735,Miapetra Kumpula-Natri,FI,S-D,FEMALE,9,50
204335,Alviina Alametsä,FI,VERTS-ALE,FEMALE,9,18
2054,Heidi Hautala,FI,VERTS-ALE,FEMALE,9,384
132366,Pirkko Ruohonen-Lerner,FI,ECR,FEMALE,9,19
191693,Elsi Katainen,FI,RENEW,FEMALE,9,33
197805,Silvia Modig,FI,THE-LEFT,FEMALE,9,54
197594,Laura Huhtasaari,FI,ID,FEMALE,9,16
197594,Laura Huhtasaari,FI,ID,FEMALE,9,16
197390,Sara Skyttedal,SE,PPE,FEMALE,9,45
197404,Jessica Polfjärd,SE,PPE,FEMALE,9,30
197406,Arba Kokalari,SE,PPE,FEMALE,9,31
124991,Jytte Guteland,SE,S-D,FEMALE,9,42
197391,Heléne Fritzon,SE,S-D,FEMALE,9,113
197392,Evin Incir,SE,S-D,FEMALE,9,150
237779,Carina Ohlsson,SE,S-D,FEMALE,9,46
197395,Alice Kuhnke,SE,VERTS-ALE,FEMALE,9,69
197399,Jessica Stegrud,SE,ECR,FEMALE,9,24
197400,Abir Al-Sahlani,SE,RENEW,FEMALE,9,60
197401,Karin Karlsbro,SE,RENEW,FEMALE,9,72
214839,Emma Wiesner,SE,RENEW,FEMALE,9,43
124992,Malin Björk,SE,THE-LEFT,FEMALE,9,71
256889,Liesbet Sommen,BE,PPE,FEMALE,10,12
256880,Estelle Ceulemans,BE,S-D,FEMALE,10,35
5729,Kathleen Van Brempt,BE,S-D,FEMALE,10,35
197470,Saskia Bricmont,BE,VERTS-ALE,FEMALE,10,36
208722,Sara Matthieu,BE,VERTS-ALE,FEMALE,10,29
197469,Assita Kanko,BE,ECR,FEMALE,10,38
130100,Hilde Vautmans,BE,RENEW,FEMALE,10,69
220801,Sophie Wilmès,BE,RENEW,FEMALE,10,126
98341,Eva Maydell,BG,PPE,FEMALE,10,9
197842,Elena Yoncheva,BG,NI,FEMALE,10,18
197842,Elena Yoncheva,BG,NI,FEMALE,10,18
197845,Tsvetelina Penkova,BG,S-D,FEMALE,10,12
197842,Elena Yoncheva,BG,RENEW,FEMALE,10,18
197842,Elena Yoncheva,BG,RENEW,FEMALE,10,18
256847,Danuše Nerudová,CZ,PPE,FEMALE,10,35
23699,Kateřina Konečná,CZ,NI,FEMALE,10,49
256852,Nikola Bartůšek,CZ,NI,FEMALE,10,27
197549,Markéta Gregorová,CZ,VERTS-ALE,FEMALE,10,37
197552,Veronika Vrecionová,CZ,ECR,FEMALE,10,31
199941,Marianne Vind,DK,S-D,FEMALE,10,7
37312,Christel Schaldemose,DK,S-D,FEMALE,10,277
197573,Kira Marie Peter-Hansen,DK,VERTS-ALE,FEMALE,10,20
257020,Stine Bosse,DK,RENEW,FEMALE,10,36
257038,Sigrid Friis,DK,RENEW,FEMALE,10,34
197408,Hildegard Bentele,DE,PPE,FEMALE,10,35
197422,Christine Schneider,DE,PPE,FEMALE,10,7
197429,Marion Walsmann,DE,PPE,FEMALE,10,5
206158,Manuela Ripa,DE,PPE,FEMALE,10,14
256974,Verena Mertens,DE,PPE,FEMALE,10,11
256977,Andrea Wechsler,DE,PPE,FEMALE,10,19
256980,Alexandra Mehnert,DE,PPE,FEMALE,10,7
4289,Angelika Niebler,DE,PPE,FEMALE,10,21
96756,Sabine Verheyen,DE,PPE,FEMALE,10,269
96780,Monika Hohlmeier,DE,PPE,FEMALE,10,13
99945,Lena Düpont,DE,PPE,FEMALE,10,39
25758,Ruth Firmenich,DE,NI,FEMALE,10,24
124836,Maria Noichl,DE,S-D,FEMALE,10,12
197433,Katarina Barley,DE,S-D,FEMALE,10,180
197435,Gabriele Bischoff,DE,S-D,FEMALE,10,NA
197440,Delara Burkhardt,DE,S-D,FEMALE,10,NA
256935,Sabrina Repp,DE,S-D,FEMALE,10,NA
256937,Vivien Costanzo,DE,S-D,FEMALE,10,NA
96932,Birgit Sippel,DE,S-D,FEMALE,10,30
103381,Terry Reintke,DE,VERTS-ALE,FEMALE,10,32
183916,Alexandra Geese,DE,VERTS-ALE,FEMALE,10,22
197461,Katrin Langensiepen,DE,VERTS-ALE,FEMALE,10,35
197464,Hannah Neumann,DE,VERTS-ALE,FEMALE,10,45
197466,Jutta Paulus,DE,VERTS-ALE,FEMALE,10,25
256964,Nela Riehl,DE,VERTS-ALE,FEMALE,10,18
86793,Anna Cavazzini,DE,VERTS-ALE,FEMALE,10,23
197444,Svenja Hahn,DE,RENEW,FEMALE,10,39
256926,Marie-Agnes Strack-Zimmermann,DE,RENEW,FEMALE,10,45
256946,Christine Singer,DE,RENEW,FEMALE,10,12
197468,Özlem Demirel,DE,THE-LEFT,FEMALE,10,56
256927,Carola Rackete,DE,THE-LEFT,FEMALE,10,21
197491,Marina Kaljurand,EE,S-D,FEMALE,10,10
124700,Jana Toom,EE,RENEW,FEMALE,10,18
197863,Maria Walsh,IE,PPE,FEMALE,10,45
257237,Regina Doherty,IE,PPE,FEMALE,10,39
257296,Nina Carberry,IE,PPE,FEMALE,10,65
257301,Cynthia Ní Mhurchú,IE,RENEW,FEMALE,10,56
124984,Lynn Boylan,IE,THE-LEFT,FEMALE,10,53
257299,Kathleen Funchion,IE,THE-LEFT,FEMALE,10,39
197679,Isabel Benjumea Benjumea,ES,PPE,FEMALE,10,31
197711,Dolors Montserrat,ES,PPE,FEMALE,10,26
197784,Susana Solís Pérez,ES,PPE,FEMALE,10,10
22418,Esther Herranz García,ES,PPE,FEMALE,10,13
257034,Carmen Crespo Díaz,ES,PPE,FEMALE,10,29
257035,Alma Ezcurra Almansa,ES,PPE,FEMALE,10,3
257039,Elena Nevado del Campo,ES,PPE,FEMALE,10,31
257043,Maravillas Abadía Jover,ES,PPE,FEMALE,10,27
28390,Pilar del Castillo Vera,ES,PPE,FEMALE,10,12
96811,Rosa Estaràs Ferragut,ES,PPE,FEMALE,10,28
257022,Nora Junco García,ES,NI,FEMALE,10,32
257022,Nora Junco García,ES,NI,FEMALE,10,32
122978,Alicia Homs Ginel,ES,S-D,FEMALE,10,10
197702,Lina Gálvez,ES,S-D,FEMALE,10,37
197719,Cristina Maestre,ES,S-D,FEMALE,10,21
247735,Laura Ballarín Cereza,ES,S-D,FEMALE,10,29
256992,Hana Jalloul Muro,ES,S-D,FEMALE,10,27
256993,Leire Pajín,ES,S-D,FEMALE,10,53
256994,Idoia Mendia,ES,S-D,FEMALE,10,35
256997,Sandra Gómez López,ES,S-D,FEMALE,10,32
256999,Rosa Serrano Sierra,ES,S-D,FEMALE,10,22
257001,Elena Sancho Murillo,ES,S-D,FEMALE,10,16
28298,Iratxe García Pérez,ES,S-D,FEMALE,10,51
197832,Diana Riba i Giner,ES,VERTS-ALE,FEMALE,10,35
24942,Ana Miranda Paz,ES,VERTS-ALE,FEMALE,10,109
257022,Nora Junco García,ES,ECR,FEMALE,10,32
257022,Nora Junco García,ES,ECR,FEMALE,10,32
256987,Oihane Agirregoitia Martínez,ES,RENEW,FEMALE,10,57
245770,Irene Montero,ES,THE-LEFT,FEMALE,10,49
257009,Isabel Serra Sánchez,ES,THE-LEFT,FEMALE,10,24
257012,Estrella Galán,ES,THE-LEFT,FEMALE,10,57
256918,Céline Imart,FR,PPE,FEMALE,10,31
256920,Isabelle Le Callennec,FR,PPE,FEMALE,10,12
72779,Nadine Morano,FR,PPE,FEMALE,10,0
256871,Malika Sorel,FR,NI,FEMALE,10,30
197697,Aurore Lalucq,FR,S-D,FEMALE,10,18
204418,Nora Mebarek,FR,S-D,FEMALE,10,8
256899,Murielle Laurent,FR,S-D,FEMALE,10,29
256902,Emma Rafowicz,FR,S-D,FEMALE,10,13
256904,Chloé Ridel,FR,S-D,FEMALE,10,33
256906,Claire Fita,FR,S-D,FEMALE,10,7
256915,Mélissa Camara,FR,VERTS-ALE,FEMALE,10,28
256917,Majdouline Sbai,FR,VERTS-ALE,FEMALE,10,29
97236,Marie Toussaint,FR,VERTS-ALE,FEMALE,10,50
256922,Marion Maréchal,FR,ECR,FEMALE,10,37
256925,Laurence Trochu,FR,ECR,FEMALE,10,32
135511,Valérie Hayer,FR,RENEW,FEMALE,10,47
197494,Nathalie Loiseau,FR,RENEW,FEMALE,10,57
197502,Marie-Pierre Vedrenne,FR,RENEW,FEMALE,10,17
197581,Stéphanie Yon-Courtin,FR,RENEW,FEMALE,10,28
197589,Laurence Farreng,FR,RENEW,FEMALE,10,23
22858,Fabienne Keller,FR,RENEW,FEMALE,10,32
256870,Valérie Devaux,FR,RENEW,FEMALE,10,10
197529,Leila Chaibi,FR,THE-LEFT,FEMALE,10,35
197533,Manon Aubry,FR,THE-LEFT,FEMALE,10,63
236053,Marina Mesure,FR,THE-LEFT,FEMALE,10,23
256912,Rima Hassan,FR,THE-LEFT,FEMALE,10,29
256913,Emma Fourreau,FR,THE-LEFT,FEMALE,10,23
185341,Željana Zovko,HR,PPE,FEMALE,10,67
202036,Sunčana Glavak,HR,PPE,FEMALE,10,66
204129,Nikolina Brnjac,HR,PPE,FEMALE,10,48
112747,Romana Jerković,HR,S-D,FEMALE,10,22
112748,Biljana Borzan,HR,S-D,FEMALE,10,7
124861,Caterina Chinnici,IT,PPE,FEMALE,10,19
257128,Giusi Princi,IT,PPE,FEMALE,10,17
257151,Letizia Moratti,IT,PPE,FEMALE,10,11
124799,Alessandra Moretti,IT,S-D,FEMALE,10,36
124846,Pina Picierno,IT,S-D,FEMALE,10,157
197591,Irene Tinagli,IT,S-D,FEMALE,10,10
197618,Elisabetta Gualmini,IT,S-D,FEMALE,10,12
197618,Elisabetta Gualmini,IT,S-D,FEMALE,10,12
230085,Camilla Laureti,IT,S-D,FEMALE,10,19
257101,Cecilia Strada,IT,S-D,FEMALE,10,39
257123,Lucia Annunziata,IT,S-D,FEMALE,10,19
257169,Annalisa Corrado,IT,S-D,FEMALE,10,22
275087,Georgia Tramacere,IT,S-D,FEMALE,10,0
257130,Cristina Guarda,IT,VERTS-ALE,FEMALE,10,23
257139,Benedetta Scuderi,IT,VERTS-ALE,FEMALE,10,43
197794,Chiara Gemma,IT,ECR,FEMALE,10,21
257095,Elena Donazzan,IT,ECR,FEMALE,10,32
257113,Antonella Sberna,IT,ECR,FEMALE,10,201
257143,Mariateresa Vivaldini,IT,ECR,FEMALE,10,20
257149,Lara Magoni,IT,ECR,FEMALE,10,22
197618,Elisabetta Gualmini,IT,RENEW,FEMALE,10,12
197618,Elisabetta Gualmini,IT,RENEW,FEMALE,10,12
257127,Ilaria Salis,IT,THE-LEFT,FEMALE,10,23
